,c,mn,si,cr,ni,mo,v,n,nb,co,w,al,ti,fe,combined_compositions,yield_strength,tensile_strength,elongation,combined_properties,elongation_predicted,combined_predicted,elongation_catagorised_true,elongation_catagorised_predicted
213,0.1,0.5,0.3,12.0,2.0,0.02,0.01,0.0,0.01,5.0,6.0,0.03,0.0,74.02,"[74.02, 0.1, 0.5, 0.3, 12.0, 2.0, 0.02, 0.01, 0.0, 0.01, 5.0, 6.0, 0.03, 0.0]",1235.9,1520.0,15.6,[1235.9 1520.    15.6],11.148267679614001,[1157.12952298 1430.9638375    11.14826768],strong,strong
214,0.0,0.1,0.41,10.2,10.4,2.0,0.01,0.0,0.01,0.01,0.0,0.25,0.23,76.42,"[76.42, 0.0, 0.1, 0.41, 10.2, 10.4, 2.0, 0.01, 0.0, 0.01, 0.01, 0.0, 0.25, 0.23]",1221.6,1282.9,17.5,[1221.6 1282.9   17.5],17.021776907376363,[1159.72474519 1232.42613992   17.02177691],strong,strong
215,0.01,0.05,0.1,7.7,12.2,3.05,0.01,0.0,0.01,0.01,0.0,0.63,0.2,76.01,"[76.01, 0.01, 0.05, 0.1, 7.7, 12.2, 3.05, 0.01, 0.0, 0.01, 0.01, 0.0, 0.63, 0.2]",1506.8,1546.8,14.0,[1506.8 1546.8   14. ],16.01948865366775,[1278.42173357 1311.98879404   16.01948865],strong,strong
216,0.02,0.11,3.18,0.01,18.3,0.02,0.01,0.0,0.01,0.01,0.0,0.03,0.0,78.31,"[78.31, 0.02, 0.11, 3.18, 0.01, 18.3, 0.02, 0.01, 0.0, 0.01, 0.01, 0.0, 0.03, 0.0]",1419.4,1481.4,14.0,[1419.4 1481.4   14. ],13.148872266575953,[1235.02044936 1295.87182213   13.14887227],strong,strong
217,0.0,0.07,0.1,10.4,10.4,2.2,0.01,0.0,0.01,0.01,0.0,0.25,0.24,76.31,"[76.31, 0.0, 0.07, 0.1, 10.4, 10.4, 2.2, 0.01, 0.0, 0.01, 0.01, 0.0, 0.25, 0.24]",1224.7,,15.5,[1224.7    nan   15.5],17.489805347430092,[1155.32847588 1217.16416424   17.48980535],strong,strong
218,0.0,0.11,0.3,10.2,10.4,2.05,0.01,0.0,0.01,0.01,0.0,0.2,0.22,76.46,"[76.46, 0.0, 0.11, 0.3, 10.2, 10.4, 2.05, 0.01, 0.0, 0.01, 0.01, 0.0, 0.2, 0.22]",1173.8,1232.0,18.0,[1173.8 1232.    18. ],17.348257437723433,[1140.51759876 1209.63510532   17.34825744],strong,strong
219,0.01,0.08,0.05,9.4,10.7,3.2,0.01,0.0,0.01,0.01,0.0,0.27,0.22,75.98,"[75.98, 0.01, 0.08, 0.05, 9.4, 10.7, 3.2, 0.01, 0.0, 0.01, 0.01, 0.0, 0.27, 0.22]",1267.8,1285.0,15.0,[1267.8 1285.    15. ],17.00116035691104,[1164.52962632 1235.79056641   17.00116036],strong,strong
220,0.03,0.01,0.01,10.7,9.46,2.45,0.01,0.0,0.01,0.01,0.0,0.46,0.28,76.57,"[76.57, 0.03, 0.01, 0.01, 10.7, 9.46, 2.45, 0.01, 0.0, 0.01, 0.01, 0.0, 0.46, 0.28]",1182.0,1254.5,10.1,[1182.  1254.5   10.1],16.210143047369613,[1259.29486547 1338.79815869   16.21014305],strong,strong
221,0.0,0.05,0.02,11.2,9.9,2.05,0.01,0.0,0.01,0.01,0.0,0.13,0.3,76.3,"[76.3, 0.0, 0.05, 0.02, 11.2, 9.9, 2.05, 0.01, 0.0, 0.01, 0.01, 0.0, 0.13, 0.3]",1172.0,1213.3,18.0,[1172.  1213.3   18. ],17.810495564069857,[1135.09435336 1207.32719569   17.81049556],strong,strong
222,0.0,0.36,0.08,10.2,10.3,2.02,0.01,0.0,0.01,0.01,0.0,0.3,0.23,76.46,"[76.46, 0.0, 0.36, 0.08, 10.2, 10.3, 2.02, 0.01, 0.0, 0.01, 0.01, 0.0, 0.3, 0.23]",1178.9,1234.4,18.5,[1178.9 1234.4   18.5],17.32277746636049,[1167.23690496 1225.03920496   17.32277747],strong,strong
223,0.0,0.44,0.08,10.1,10.3,2.0,0.01,0.0,0.01,0.01,0.0,0.3,0.22,76.49,"[76.49, 0.0, 0.44, 0.08, 10.1, 10.3, 2.0, 0.01, 0.0, 0.01, 0.01, 0.0, 0.3, 0.22]",1163.0,1219.6,17.5,[1163.  1219.6   17.5],17.317338018046527,[1164.50240221 1221.59267098   17.31733802],strong,strong
224,0.01,0.11,0.18,10.2,10.3,2.05,0.01,0.0,0.01,0.01,0.0,0.27,0.22,76.61,"[76.61, 0.01, 0.11, 0.18, 10.2, 10.3, 2.05, 0.01, 0.0, 0.01, 0.01, 0.0, 0.27, 0.22]",1175.4,1224.4,19.0,[1175.4 1224.4   19. ],17.14596941379337,[1173.11356292 1239.37360967   17.14596941],strong,strong
225,0.01,0.03,0.03,10.2,10.5,2.2,0.01,0.0,0.01,0.01,0.0,0.23,0.24,76.55,"[76.55, 0.01, 0.03, 0.03, 10.2, 10.5, 2.2, 0.01, 0.0, 0.01, 0.01, 0.0, 0.23, 0.24]",1340.8,1353.2,13.0,[1340.8 1353.2   13. ],17.443999449251468,[1167.36722797 1229.02576898   17.44399945],strong,strong
226,0.01,0.12,0.06,10.3,10.2,2.05,0.01,0.0,0.01,0.01,0.0,0.31,0.21,76.7,"[76.7, 0.01, 0.12, 0.06, 10.3, 10.2, 2.05, 0.01, 0.0, 0.01, 0.01, 0.0, 0.31, 0.21]",1258.8,1289.1,15.0,[1258.8 1289.1   15. ],17.28861161106017,[1177.89902447 1237.05137661   17.28861161],strong,strong
227,0.01,0.05,0.09,7.65,12.2,3.05,0.01,0.0,0.01,0.01,0.0,0.46,0.2,76.25,"[76.25, 0.01, 0.05, 0.09, 7.65, 12.2, 3.05, 0.01, 0.0, 0.01, 0.01, 0.0, 0.46, 0.2]",1414.5,1465.5,15.0,[1414.5 1465.5   15. ],16.472695275829633,[1233.39108588 1272.1871606    16.47269528],strong,strong
228,0.02,0.24,0.1,10.2,10.3,1.94,0.01,0.0,0.01,0.01,0.0,0.24,0.23,76.68,"[76.68, 0.02, 0.24, 0.1, 10.2, 10.3, 1.94, 0.01, 0.0, 0.01, 0.01, 0.0, 0.24, 0.23]",1167.2,1207.8,16.5,[1167.2 1207.8   16.5],17.075720138988896,[1184.54008107 1254.06931709   17.07572014],strong,strong
229,0.0,0.05,0.02,10.4,10.0,2.05,0.01,0.0,0.01,0.01,0.0,0.35,0.31,76.79,"[76.79, 0.0, 0.05, 0.02, 10.4, 10.0, 2.05, 0.01, 0.0, 0.01, 0.01, 0.0, 0.35, 0.31]",1282.2,1344.2,16.0,[1282.2 1344.2   16. ],17.112259909094167,[1202.90047992 1259.05916743   17.11225991],strong,strong
230,0.01,0.01,0.01,0.01,17.5,2.1,2.0,0.0,0.01,0.01,0.0,0.12,2.0,76.22,"[76.22, 0.01, 0.01, 0.01, 0.01, 17.5, 2.1, 2.0, 0.0, 0.01, 0.01, 0.0, 0.12, 2.0]",1998.6,2088.4,10.0,[1998.6 2088.4   10. ],7.389928860095267,[1917.80827435 1960.11425413    7.38992886],medium,medium
231,0.02,0.48,0.1,10.0,10.0,1.92,0.01,0.0,0.01,0.01,0.0,0.29,0.21,76.98,"[76.98, 0.02, 0.48, 0.1, 10.0, 10.0, 1.92, 0.01, 0.0, 0.01, 0.01, 0.0, 0.29, 0.21]",1188.6,1236.4,16.5,[1188.6 1236.4   16.5],16.889922923383445,[1190.73616643 1259.62612249   16.88992292],strong,strong
232,0.0,0.05,0.02,10.3,10.2,2.06,0.01,0.0,0.01,0.01,0.0,0.35,0.17,76.82,"[76.82, 0.0, 0.05, 0.02, 10.3, 10.2, 2.06, 0.01, 0.0, 0.01, 0.01, 0.0, 0.35, 0.17]",1243.0,1292.6,16.0,[1243.  1292.6   16. ],17.657424454845724,[1159.27638783 1205.47426989   17.65742445],strong,strong
233,0.0,0.12,0.07,9.9,10.5,2.1,0.01,0.0,0.01,0.01,0.0,0.23,0.22,76.83,"[76.83, 0.0, 0.12, 0.07, 9.9, 10.5, 2.1, 0.01, 0.0, 0.01, 0.01, 0.0, 0.23, 0.22]",1150.6,1202.6,17.0,[1150.6 1202.6   17. ],17.620938523374054,[1148.15042031 1201.31220909   17.62093852],strong,strong
234,0.36,0.22,0.01,6.75,0.01,5.75,0.96,0.0,0.01,9.46,0.0,0.03,0.0,76.45,"[76.45, 0.36, 0.22, 0.01, 6.75, 0.01, 5.75, 0.96, 0.0, 0.01, 9.46, 0.0, 0.03, 0.0]",1846.5,2177.2,6.0,[1846.5 2177.2    6. ],8.422493868939341,[1642.49186774 2085.87373517    8.42249387],medium,medium
235,0.02,0.06,0.13,10.4,9.9,2.15,0.01,0.0,0.01,0.01,0.0,0.09,0.13,77.08,"[77.08, 0.02, 0.06, 0.13, 10.4, 9.9, 2.15, 0.01, 0.0, 0.01, 0.01, 0.0, 0.09, 0.13]",1005.9,1033.5,21.0,[1005.9 1033.5   21. ],17.820010751956787,[1105.93684433 1181.16276744   17.82001075],strong,strong
236,0.03,0.05,0.11,7.5,12.1,3.05,0.01,0.0,0.01,0.01,0.0,0.25,0.2,76.68,"[76.68, 0.03, 0.05, 0.11, 7.5, 12.1, 3.05, 0.01, 0.0, 0.01, 0.01, 0.0, 0.25, 0.2]",1218.8,1260.2,18.0,[1218.8 1260.2   18. ],16.518561693788925,[1209.76065291 1268.10088277   16.51856169],strong,strong
237,0.0,0.05,0.03,10.3,10.3,2.06,0.01,0.0,0.01,0.01,0.0,0.09,0.09,77.06,"[77.06, 0.0, 0.05, 0.03, 10.3, 10.3, 2.06, 0.01, 0.0, 0.01, 0.01, 0.0, 0.09, 0.09]",1032.1,1063.1,20.0,[1032.1 1063.1   20. ],18.635134443906146,[1064.85136138 1116.0423372    18.63513444],strong,strong
238,0.01,0.07,0.1,7.7,12.0,3.02,0.01,0.0,0.01,0.01,0.0,0.08,0.06,76.94,"[76.94, 0.01, 0.07, 0.1, 7.7, 12.0, 3.02, 0.01, 0.0, 0.01, 0.01, 0.0, 0.08, 0.06]",1010.8,1041.1,19.0,[1010.8 1041.1   19. ],17.980155649249777,[1085.38565777 1131.26841021   17.98015565],strong,strong
239,0.03,0.01,0.01,11.3,8.64,0.02,0.01,0.0,0.01,0.01,1.84,0.39,0.27,77.45,"[77.45, 0.03, 0.01, 0.01, 11.3, 8.64, 0.02, 0.01, 0.0, 0.01, 0.01, 1.84, 0.39, 0.27]",1194.0,1259.0,10.8,[1194.  1259.    10.8],15.342882096876535,[1247.80862949 1316.16119604   15.3428821 ],strong,strong
240,0.01,0.08,0.12,9.0,8.5,3.25,0.01,0.0,0.01,0.01,0.0,0.9,0.23,77.88,"[77.88, 0.01, 0.08, 0.12, 9.0, 8.5, 3.25, 0.01, 0.0, 0.01, 0.01, 0.0, 0.9, 0.23]",1462.7,1533.0,12.0,[1462.7 1533.    12. ],14.992335566039408,[1322.97217903 1379.66807172   14.99233557],strong,strong
241,0.02,0.06,0.08,7.4,10.3,3.25,0.01,0.0,0.01,0.01,0.0,0.91,0.23,77.72,"[77.72, 0.02, 0.06, 0.08, 7.4, 10.3, 3.25, 0.01, 0.0, 0.01, 0.01, 0.0, 0.91, 0.23]",1555.8,1598.5,12.0,[1555.8 1598.5   12. ],14.757918422378316,[1364.17978196 1401.44395938   14.75791842],strong,strong
242,0.0,0.12,0.08,10.4,9.2,1.97,0.01,0.0,0.01,0.01,0.0,0.26,0.21,77.71,"[77.71, 0.0, 0.12, 0.08, 10.4, 9.2, 1.97, 0.01, 0.0, 0.01, 0.01, 0.0, 0.26, 0.21]",1207.8,1223.7,,[1207.8 1223.7    nan],17.560725954178945,[1141.87614347 1200.93070491   17.56072595],,strong
243,0.02,0.01,0.01,0.01,17.9,3.1,0.9,0.0,0.01,0.01,0.0,0.07,1.4,76.58,"[76.58, 0.02, 0.01, 0.01, 0.01, 17.9, 3.1, 0.9, 0.0, 0.01, 0.01, 0.0, 0.07, 1.4]",1730.2,1819.5,10.0,[1730.2 1819.5   10. ],10.954679343192296,[1664.7432461  1695.48832282   10.95467934],medium,strong
244,0.03,0.01,0.01,10.7,10.3,0.02,0.01,0.0,0.01,0.01,0.0,0.21,0.31,78.4,"[78.4, 0.03, 0.01, 0.01, 10.7, 10.3, 0.02, 0.01, 0.0, 0.01, 0.01, 0.0, 0.21, 0.31]",1125.0,1217.5,15.4,[1125.  1217.5   15.4],17.445960271406726,[1239.64155979 1280.6545963    17.44596027],strong,strong
245,0.03,0.01,0.01,0.01,18.1,2.2,0.01,0.0,0.01,0.01,0.0,0.1,2.5,77.02,"[77.02, 0.03, 0.01, 0.01, 0.01, 18.1, 2.2, 0.01, 0.0, 0.01, 0.01, 0.0, 0.1, 2.5]",2006.0,2130.0,5.0,[2006. 2130.    5.],7.873777205912901,[2018.50844235 2101.70959477    7.87377721],medium,medium
246,0.03,0.01,0.01,0.01,18.1,2.2,0.01,0.0,0.01,0.01,0.0,0.11,2.5,77.01,"[77.01, 0.03, 0.01, 0.01, 0.01, 18.1, 2.2, 0.01, 0.0, 0.01, 0.01, 0.0, 0.11, 2.5]",2005.5,2129.5,5.0,[2005.5 2129.5    5. ],7.847858245587387,[2021.17488543 2104.00592799    7.84785825],medium,medium
247,0.01,0.06,2.58,0.01,17.8,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.07,79.41,"[79.41, 0.01, 0.06, 2.58, 0.01, 17.8, 0.02, 0.01, 0.0, 0.01, 0.01, 0.0, 0.05, 0.07]",1309.1,1374.6,16.0,[1309.1 1374.6   16. ],14.056954063814278,[1237.17393331 1263.74203873   14.05695406],strong,strong
248,0.01,0.12,0.08,9.8,10.0,1.7,0.01,0.0,0.01,0.01,0.0,0.2,0.19,77.9,"[77.9, 0.01, 0.12, 0.08, 9.8, 10.0, 1.7, 0.01, 0.0, 0.01, 0.01, 0.0, 0.2, 0.19]",1087.0,1130.2,15.4,[1087.  1130.2   15.4],17.63893857023227,[1148.78382875 1200.71081793   17.63893857],strong,strong
249,0.01,0.05,0.1,7.7,10.4,3.07,0.01,0.0,0.01,0.01,0.0,0.67,0.2,77.76,"[77.76, 0.01, 0.05, 0.1, 7.7, 10.4, 3.07, 0.01, 0.0, 0.01, 0.01, 0.0, 0.67, 0.2]",1475.8,1529.6,16.0,[1475.8 1529.6   16. ],15.777334674647786,[1275.80470884 1314.40622557   15.77733467],strong,strong
250,0.01,0.01,0.01,0.01,17.8,3.1,1.0,0.0,0.01,0.01,0.33,0.05,1.1,76.54,"[76.54, 0.01, 0.01, 0.01, 0.01, 17.8, 3.1, 1.0, 0.0, 0.01, 0.01, 0.33, 0.05, 1.1]",1688.1,1750.1,12.0,[1688.1 1750.1   12. ],11.928043832379048,[1547.38892138 1559.69743254   11.92804383],strong,strong
251,0.03,0.01,0.01,0.01,17.3,0.02,1.8,0.0,2.5,0.01,0.0,0.1,1.07,77.11,"[77.11, 0.03, 0.01, 0.01, 0.01, 17.3, 0.02, 1.8, 0.0, 2.5, 0.01, 0.0, 0.1, 1.07]",1730.2,1771.4,8.0,[1730.2 1771.4    8. ],12.423337217505296,[1531.97040204 1578.26381249   12.42333722],medium,strong
252,0.38,0.18,0.01,7.43,0.01,9.67,0.96,0.0,0.01,4.91,0.0,0.03,0.0,76.41,"[76.41, 0.38, 0.18, 0.01, 7.43, 0.01, 9.67, 0.96, 0.0, 0.01, 4.91, 0.0, 0.03, 0.0]",1577.8,1943.0,3.0,[1577.8 1943.     3. ],6.689254450016952,[1568.88694669 2053.09067307    6.68925445],fragile,medium
253,0.4,0.18,0.01,9.69,0.01,5.84,0.96,0.0,0.01,4.87,0.0,0.03,0.0,78.04,"[78.04, 0.4, 0.18, 0.01, 9.69, 0.01, 5.84, 0.96, 0.0, 0.01, 4.87, 0.0, 0.03, 0.0]",1798.3,2135.9,6.0,[1798.3 2135.9    6. ],7.541995122122305,[1635.40231313 2080.54275008    7.54199512],medium,medium
254,0.02,0.1,2.02,0.01,18.4,0.02,0.01,0.0,0.01,0.01,0.0,0.03,0.0,79.36,"[79.36, 0.02, 0.1, 2.02, 0.01, 18.4, 0.02, 0.01, 0.0, 0.01, 0.01, 0.0, 0.03, 0.0]",1298.8,1343.6,15.0,[1298.8 1343.6   15. ],15.136465439127702,[1222.41366222 1219.53892202   15.13646544],strong,strong
255,0.01,0.05,0.09,7.6,10.3,3.05,0.01,0.0,0.01,0.01,0.0,0.52,0.2,78.15,"[78.15, 0.01, 0.05, 0.09, 7.6, 10.3, 3.05, 0.01, 0.0, 0.01, 0.01, 0.0, 0.52, 0.2]",1383.5,1424.9,15.0,[1383.5 1424.9   15. ],16.170197577574477,[1235.9414839  1278.47722946   16.17019758],strong,strong
256,0.02,0.01,0.01,0.01,17.5,0.02,1.9,0.0,0.01,0.01,0.0,0.09,2.06,78.34,"[78.34, 0.02, 0.01, 0.01, 0.01, 17.5, 0.02, 1.9, 0.0, 0.01, 0.01, 0.0, 0.09, 2.06]",1730.2,1943.5,6.0,[1730.2 1943.5    6. ],7.697392447610362,[1966.89880834 1979.84654295    7.69739245],medium,medium
257,0.01,0.05,0.06,5.32,12.95,2.93,0.01,0.0,0.01,0.01,0.0,0.51,0.2,77.96,"[77.96, 0.01, 0.05, 0.06, 5.32, 12.95, 2.93, 0.01, 0.0, 0.01, 0.01, 0.0, 0.51, 0.2]",,1429.0,15.0,[  nan 1429.   15.],16.19578017368227,[1268.11805928 1274.71824858   16.19578017],strong,strong
258,0.01,0.03,0.01,0.01,18.11,3.07,0.01,0.0,0.01,0.01,0.0,0.09,1.41,77.26,"[77.26, 0.01, 0.03, 0.01, 0.01, 18.11, 3.07, 0.01, 0.0, 0.01, 0.01, 0.0, 0.09, 1.41]",1641.2,1709.9,10.7,[1641.2 1709.9   10.7],12.352542183919663,[1618.34568289 1641.24585046   12.35254218],strong,strong
259,0.01,0.02,0.01,0.01,18.2,3.06,0.01,0.0,0.01,0.01,0.0,0.09,1.26,77.33,"[77.33, 0.01, 0.02, 0.01, 0.01, 18.2, 3.06, 0.01, 0.0, 0.01, 0.01, 0.0, 0.09, 1.26]",1599.4,1670.1,12.5,[1599.4 1670.1   12.5],12.948593119833848,[1570.21472734 1583.40986884   12.94859312],strong,strong
260,0.29,0.01,0.01,1.02,10.46,2.0,0.1,0.0,0.01,7.17,1.28,0.03,0.01,77.61,"[77.61, 0.29, 0.01, 0.01, 1.02, 10.46, 2.0, 0.1, 0.0, 0.01, 7.17, 1.28, 0.03, 0.01]",1683.0,1990.0,14.0,[1683. 1990.   14.],10.878147204932194,[1621.09401288 1843.70508815   10.8781472 ],strong,strong
261,0.0,0.01,0.01,0.01,18.1,3.1,0.01,0.0,0.01,0.01,0.0,0.05,1.4,77.26,"[77.26, 0.0, 0.01, 0.01, 0.01, 18.1, 3.1, 0.01, 0.0, 0.01, 0.01, 0.0, 0.05, 1.4]",1716.3,1833.4,13.0,[1716.3 1833.4   13. ],12.704169918942403,[1587.47325394 1605.63703513   12.70416992],strong,strong
262,0.03,0.01,0.01,0.01,18.5,0.02,0.01,0.0,0.01,0.01,3.0,0.1,1.4,76.86,"[76.86, 0.03, 0.01, 0.01, 0.01, 18.5, 0.02, 0.01, 0.0, 0.01, 0.01, 3.0, 0.1, 1.4]",1600.0,1650.0,8.0,[1600. 1650.    8.],9.920662070180235,[1673.25049202 1686.96847337    9.92066207],medium,medium
263,0.0,0.07,0.08,7.5,10.5,3.3,0.01,0.0,0.01,0.01,0.0,0.21,0.23,78.08,"[78.08, 0.0, 0.07, 0.08, 7.5, 10.5, 3.3, 0.01, 0.0, 0.01, 0.01, 0.0, 0.21, 0.23]",1263.6,1279.5,16.0,[1263.6 1279.5   16. ],17.02224241366205,[1145.877921   1198.63070274   17.02224241],strong,strong
264,0.01,0.04,0.1,7.95,10.2,3.08,0.01,0.0,0.01,0.01,0.0,0.08,0.05,78.46,"[78.46, 0.01, 0.04, 0.1, 7.95, 10.2, 3.08, 0.01, 0.0, 0.01, 0.01, 0.0, 0.08, 0.05]",1061.7,1079.0,18.0,[1061.7 1079.    18. ],17.910445829985175,[1066.64064306 1121.29054211   17.91044583],strong,strong
265,0.01,0.08,0.12,8.9,8.35,3.25,0.01,0.0,0.01,0.01,0.0,0.25,0.2,78.81,"[78.81, 0.01, 0.08, 0.12, 8.9, 8.35, 3.25, 0.01, 0.0, 0.01, 0.01, 0.0, 0.25, 0.2]",1169.2,1181.6,18.0,[1169.2 1181.6   18. ],16.7701534014958,[1139.41230632 1217.84372391   16.7701534 ],strong,strong
266,0.01,0.06,0.05,7.8,10.2,3.2,0.01,0.0,0.01,0.01,0.0,0.06,0.1,78.5,"[78.5, 0.01, 0.06, 0.05, 7.8, 10.2, 3.2, 0.01, 0.0, 0.01, 0.01, 0.0, 0.06, 0.1]",1036.9,1054.9,19.0,[1036.9 1054.9   19. ],17.795951821685275,[1076.48609199 1133.25373531   17.79595182],strong,strong
267,0.03,0.07,0.04,8.9,8.45,3.25,0.01,0.0,0.01,0.01,0.0,0.15,0.23,78.86,"[78.86, 0.03, 0.07, 0.04, 8.9, 8.45, 3.25, 0.01, 0.0, 0.01, 0.01, 0.0, 0.15, 0.23]",1150.6,1168.5,17.0,[1150.6 1168.5   17. ],16.62267248813435,[1154.29379614 1245.24847037   16.62267249],strong,strong
268,0.01,0.01,0.01,0.01,18.1,1.0,0.01,0.0,0.01,0.01,0.0,0.08,1.8,78.92,"[78.92, 0.01, 0.01, 0.01, 0.01, 18.1, 1.0, 0.01, 0.0, 0.01, 0.01, 0.0, 0.08, 1.8]",1737.2,1840.3,9.0,[1737.2 1840.3    9. ],11.399969441565776,[1768.31664954 1775.11075241   11.39996944],medium,strong
269,0.02,0.21,0.19,4.98,12.26,2.97,0.01,0.0,0.01,0.01,0.0,0.23,0.14,78.94,"[78.94, 0.02, 0.21, 0.19, 4.98, 12.26, 2.97, 0.01, 0.0, 0.01, 0.01, 0.0, 0.23, 0.14]",1194.0,1223.7,15.0,[1194.  1223.7   15. ],16.532635262338278,[1187.07216948 1215.68882163   16.53263526],strong,strong
270,0.01,0.08,0.05,4.65,12.1,3.13,0.01,0.0,0.01,0.01,0.0,0.57,0.2,79.17,"[79.17, 0.01, 0.08, 0.05, 4.65, 12.1, 3.13, 0.01, 0.0, 0.01, 0.01, 0.0, 0.57, 0.2]",1390.4,1413.8,15.0,[1390.4 1413.8   15. ],15.839281015765524,[1279.0447699  1283.26806483   15.83928102],strong,strong
271,0.01,2.5,0.02,0.01,18.0,0.02,0.01,0.0,0.01,0.01,0.0,0.05,0.04,79.28,"[79.28, 0.01, 2.5, 0.02, 0.01, 18.0, 0.02, 0.01, 0.0, 0.01, 0.01, 0.0, 0.05, 0.04]",1471.1,1522.7,12.0,[1471.1 1522.7   12. ],17.51911639418212,[1194.52403999 1118.30235849   17.51911639],strong,strong
272,0.01,0.05,0.12,4.8,12.16,2.99,0.01,0.0,0.01,0.01,0.0,0.4,0.19,79.21,"[79.21, 0.01, 0.05, 0.12, 4.8, 12.16, 2.99, 0.01, 0.0, 0.01, 0.01, 0.0, 0.4, 0.19]",1272.6,1318.1,17.5,[1272.6 1318.1   17.5],16.266698206889735,[1232.29044798 1244.19546964   16.26669821],strong,strong
273,0.01,0.01,0.01,0.01,17.4,1.44,0.01,0.0,0.01,0.01,0.0,0.08,1.9,79.13,"[79.13, 0.01, 0.01, 0.01, 0.01, 17.4, 1.44, 0.01, 0.0, 0.01, 0.01, 0.0, 0.08, 1.9]",1392.4,1640.4,12.0,[1392.4 1640.4   12. ],10.851305445424693,[1790.68021364 1814.31540146   10.85130545],strong,strong
274,0.01,0.01,0.01,0.01,17.1,2.0,0.01,0.0,0.01,0.01,0.0,0.07,1.82,78.91,"[78.91, 0.01, 0.01, 0.01, 0.01, 17.1, 2.0, 0.01, 0.0, 0.01, 0.01, 0.0, 0.07, 1.82]",1874.6,1971.2,10.0,[1874.6 1971.2   10. ],11.010377638898893,[1752.14633146 1783.13543864   11.01037764],medium,strong
275,0.02,0.01,0.01,0.01,17.8,0.64,0.01,0.0,0.01,0.01,0.0,0.08,2.03,79.41,"[79.41, 0.02, 0.01, 0.01, 0.01, 17.8, 0.64, 0.01, 0.0, 0.01, 0.01, 0.0, 0.08, 2.03]",1730.2,1854.2,10.0,[1730.2 1854.2   10. ],10.368689067045393,[1862.21697905 1882.89419845   10.36868907],medium,strong
276,0.01,0.06,0.03,4.67,12.14,3.17,0.01,0.0,0.01,0.01,0.0,0.47,0.19,79.21,"[79.21, 0.01, 0.06, 0.03, 4.67, 12.14, 3.17, 0.01, 0.0, 0.01, 0.01, 0.0, 0.47, 0.19]",1390.4,1413.8,15.0,[1390.4 1413.8   15. ],16.173163311742446,[1248.49171605 1255.24383238   16.17316331],strong,strong
277,0.01,0.1,0.18,4.87,12.08,2.97,0.01,0.0,0.01,0.01,0.0,0.25,0.15,79.35,"[79.35, 0.01, 0.1, 0.18, 4.87, 12.08, 2.97, 0.01, 0.0, 0.01, 0.01, 0.0, 0.25, 0.15]",1230.6,1262.2,16.0,[1230.6 1262.2   16. ],16.70126318421269,[1179.4052934  1199.1079161    16.70126318],strong,strong
278,0.01,0.02,0.03,5.0,12.16,3.0,0.01,0.0,0.01,0.01,0.0,0.31,0.21,79.23,"[79.23, 0.01, 0.02, 0.03, 5.0, 12.16, 3.0, 0.01, 0.0, 0.01, 0.01, 0.0, 0.31, 0.21]",1309.8,1345.6,15.0,[1309.8 1345.6   15. ],16.617751420171036,[1212.88295356 1226.14946927   16.61775142],strong,strong
279,0.02,0.01,0.01,0.01,17.9,0.3,0.01,0.0,0.01,0.01,0.0,0.1,1.95,79.69,"[79.69, 0.02, 0.01, 0.01, 0.01, 17.9, 0.3, 0.01, 0.0, 0.01, 0.01, 0.0, 0.1, 1.95]",1674.6,1778.3,9.0,[1674.6 1778.3    9. ],10.721685681433161,[1846.35587447 1854.60615381   10.72168568],medium,strong
280,0.02,0.08,0.04,4.73,12.08,3.15,0.01,0.0,0.01,0.01,0.0,0.38,0.23,79.28,"[79.28, 0.02, 0.08, 0.04, 4.73, 12.08, 3.15, 0.01, 0.0, 0.01, 0.01, 0.0, 0.38, 0.23]",1243.6,1267.1,17.0,[1243.6 1267.1   17. ],16.020644068359495,[1253.36523787 1273.07775167   16.02064407],strong,strong
281,0.01,0.05,0.06,4.86,11.6,2.95,0.01,0.0,0.01,0.01,0.0,0.58,0.22,79.65,"[79.65, 0.01, 0.05, 0.06, 4.86, 11.6, 2.95, 0.01, 0.0, 0.01, 0.01, 0.0, 0.58, 0.22]",1437.3,1459.3,16.0,[1437.3 1459.3   16. ],15.770592587401033,[1285.93738776 1291.44268056   15.77059259],strong,strong
282,0.01,0.03,0.11,4.77,12.21,3.03,0.01,0.0,0.01,0.01,0.0,0.26,0.2,79.39,"[79.39, 0.01, 0.03, 0.11, 4.77, 12.21, 3.03, 0.01, 0.0, 0.01, 0.01, 0.0, 0.26, 0.2]",1216.8,1249.8,17.0,[1216.8 1249.8   17. ],16.619783755181405,[1199.00170031 1216.06534782   16.61978376],strong,strong
283,0.37,0.18,0.01,7.41,0.01,6.85,0.96,0.0,0.01,4.88,0.0,0.03,0.0,79.3,"[79.3, 0.37, 0.18, 0.01, 7.41, 0.01, 6.85, 0.96, 0.0, 0.01, 4.88, 0.0, 0.03, 0.0]",1784.5,2129.0,5.0,[1784.5 2129.     5. ],7.64658628927139,[1588.72614559 2012.26319636    7.64658629],medium,medium
